,Known As,Full Name,Overall,Potential,Value(in Euro),Positions Played,Best Position,Nationality,Image Link,Age,Height(in cm),Weight(in kg),TotalStats,BaseStats,Club Name,Wage(in Euro),Release Clause,Club Position,Contract Until,Club Jersey Number,Joined On,On Loan,Preferred Foot,Weak Foot Rating,Skill Moves,International Reputation,National Team Name,National Team Image Link,National Team Position,National Team Jersey Number,Attacking Work Rate,Defensive Work Rate
14601,E. Lastre,Edgar Lastre,61,69,700000,"RB,RM,RW",RB,Ecuador,https://cdn.sofifa.net/players/255/720/23_60.png,22,177,73,1469,330,CS Emelec,500,1600000,SUB,2022,16,2020,-,Right,3,2,1,-,https://cdn.sofifa.net/flags/ec.png,-,-,Medium,Medium
14602,T. Schättin,Tobias Schättin,61,64,400000,LB,LB,Switzerland,https://cdn.sofifa.net/players/242/920/23_60.png,25,185,80,1504,336,FC Winterthur,1000,610000,CB,2023,3,2021,-,Left,3,2,1,-,https://cdn.sofifa.net/flags/ch.png,-,-,Medium,Medium
14603,Qi Tianyu,Tianyu Qi,61,61,325000,"RM,RB",RM,China PR,https://cdn.sofifa.net/players/228/072/23_60.png,29,182,80,1637,361,Shandong Taishan,4000,520000,SUB,2027,15,2013,-,Right,3,2,1,-,-,-,-,Medium,Medium
14604,J. Manske,Johannes Manske,61,68,675000,ST,ST,Germany,https://cdn.sofifa.net/players/270/042/23_60.png,22,192,87,1393,303,SV Meppen,600,1100000,SUB,2024,24,2022,-,Right,3,2,1,-,https://cdn.sofifa.net/flags/de.png,-,-,Medium,Medium
14605,L. Münst,Leonhard Münst,61,76,775000,"CM,CAM",CM,Germany,https://cdn.sofifa.net/players/263/135/23_60.png,20,183,76,1625,342,FC St. Gallen 1879,3000,0,SUB,2023,13,2021,YES,Right,3,2,1,-,https://cdn.sofifa.net/flags/de.png,-,-,Medium,Medium
14606,T. Bradbury,Tom Bradbury,61,65,425000,CB,CB,England,https://cdn.sofifa.net/players/247/518/23_60.png,24,190,86,1447,319,Cheltenham Town,1000,776000,SUB,2024,4,2022,-,Left,3,2,1,-,https://cdn.sofifa.net/flags/gb-eng.png,-,-,Medium,Medium
14607,D. Pratley,Darren Pratley,61,61,100000,"CM,CDM",CM,England,https://cdn.sofifa.net/players/156/894/23_60.png,37,185,69,1717,342,Leyton Orient,2000,175000,CDM,2023,18,2021,-,Right,2,2,1,-,https://cdn.sofifa.net/flags/gb-eng.png,-,-,Medium,High
14608,D. Håkans,Daniel Håkans,61,72,725000,"LW,RW",RM,Finland,https://cdn.sofifa.net/players/271/326/23_60.png,21,179,75,1449,323,FK Jerv,750,1100000,LW,2024,25,2022,-,Right,3,2,1,-,https://cdn.sofifa.net/flags/fi.png,-,-,High,Medium
14609,J. Orozco,Jesús Orozco,61,72,750000,ST,ST,Venezuela,https://cdn.sofifa.net/players/260/061/23_60.png,21,180,80,1481,318,Deportivo Táchira FC,500,1800000,RES,2022,16,2020,-,Right,2,2,1,-,https://cdn.sofifa.net/flags/ve.png,-,-,Medium,Medium
14610,L. Casiani,Luis Casiani,61,69,675000,RB,RB,Venezuela,https://cdn.sofifa.net/players/254/941/23_60.png,20,181,73,1465,312,Cerro Largo Fútbol Club,500,1600000,SUB,2022,3,2020,-,Right,2,2,1,-,https://cdn.sofifa.net/flags/ve.png,-,-,Medium,Medium
14611,Peque,Gerard Fdez. Castellano,61,72,700000,"LM,ST",CAM,Spain,https://cdn.sofifa.net/players/270/301/23_60.png,19,172,65,1560,327,Racing Santander,1000,1200000,RES,2024,29,2022,-,Right,3,4,1,-,https://cdn.sofifa.net/flags/es.png,-,-,Medium,Medium
14612,L. Blum,Lewin Blum,61,74,750000,RB,RB,Switzerland,https://cdn.sofifa.net/players/267/485/23_60.png,20,181,75,1525,327,BSC Young Boys,2000,1600000,RB,2025,27,2022,-,Right,3,2,1,-,https://cdn.sofifa.net/flags/ch.png,-,-,Medium,Medium
14613,João Mendes,João Miguel Teixeira Mendes,61,72,700000,LB,LWB,Portugal,https://cdn.sofifa.net/players/266/461/23_60.png,22,179,71,1625,348,FC Porto,2000,1500000,RES,2024,55,2021,-,Left,3,2,1,-,https://cdn.sofifa.net/flags/pt.png,-,-,High,High
14614,Jandro Orellana,Alejandro Orellana Gómez,61,70,700000,"CDM,CM",CDM,Spain,https://cdn.sofifa.net/players/270/812/23_60.png,21,176,71,1551,332,FC Andorra,950,1200000,SUB,2025,16,2022,-,Right,3,3,1,-,https://cdn.sofifa.net/flags/es.png,-,-,Medium,Medium
14615,L. Mazagg,Lukas Mazagg,61,68,625000,CB,CB,Italy,https://cdn.sofifa.net/players/270/044/23_60.png,22,190,80,1338,304,SV Meppen,500,1000000,SUB,2024,27,2022,-,Left,3,2,1,-,https://cdn.sofifa.net/flags/it.png,-,-,Medium,Medium
14616,A. Wahib,Abdelwahed Wahib,61,71,700000,"LB,CM",LWB,Morocco,https://cdn.sofifa.net/players/261/595/23_60.png,22,177,68,1572,340,Le Havre AC,1000,1400000,SUB,2023,2,2019,-,Left,3,2,1,-,https://cdn.sofifa.net/flags/ma.png,-,-,Medium,Medium
14617,D. Ndure,Dominique Ndure,61,68,625000,"RB,CDM,RW",RB,Germany,https://cdn.sofifa.net/players/260/827/23_60.png,22,177,74,1565,344,VfB Oldenburg,500,1000000,RB,2024,27,2022,-,Left,5,2,1,-,https://cdn.sofifa.net/flags/de.png,-,-,Medium,Medium
14618,R. Lainton,Rob Lainton,61,61,160000,GK,GK,England,https://cdn.sofifa.net/players/184/282/23_60.png,32,193,79,1072,354,Wrexham AFC,500,344000,RES,2023,1,2018,-,Right,2,1,1,-,https://cdn.sofifa.net/flags/gb-eng.png,-,-,Medium,Medium
14619,G. Benítez,Gastón Benítez,61,71,675000,"CB,LB",CB,Paraguay,https://cdn.sofifa.net/players/267/482/23_60.png,20,178,75,1498,331,Club Nacional,500,1600000,SUB,2023,4,2020,-,Left,3,2,1,-,https://cdn.sofifa.net/flags/py.png,-,-,Medium,High
14620,A. Sylla,Abdoulaye Sylla,61,68,625000,"CB,RB",CB,Guinea,https://cdn.sofifa.net/players/256/743/23_60.png,22,180,75,1468,318,Seraing,2000,1000000,CB,2024,2,2022,-,Right,3,2,1,-,-,-,-,Medium,Medium
14621,L. Sánchez,Leonardo Sánchez,61,67,525000,"CM,CDM",CM,Bolivia,https://cdn.sofifa.net/players/255/961/23_60.png,24,180,72,1682,364,Club Deportivo Oriente Petrolero,500,1200000,SUB,2022,37,2022,-,Left,3,3,1,-,-,-,-,Medium,Medium
14622,D. Borrero,Dylan Borrero,61,73,800000,"RM,LM,CAM",CAM,Colombia,https://cdn.sofifa.net/players/248/281/23_60.png,20,179,67,1485,328,New England Revolution,1000,1400000,LM,2024,27,2022,-,Right,4,4,1,-,https://cdn.sofifa.net/flags/co.png,-,-,High,Medium
14623,S. Hilton,Sonny Hilton,61,73,800000,"CAM,RM",CAM,England,https://cdn.sofifa.net/players/248/185/23_60.png,21,165,57,1604,335,Carlisle United,6000,0,SUB,2023,12,2018,YES,Right,3,2,1,-,https://cdn.sofifa.net/flags/gb-eng.png,-,-,High,Medium
14624,A. Bhattacharya,Arindam Bhattacharya,61,61,160000,GK,GK,India,https://cdn.sofifa.net/players/193/913/23_60.png,32,189,85,1054,323,NorthEast United FC,500,216000,GK,2022,1,2022,-,Right,2,1,1,-,-,-,-,Medium,Medium
14625,J. Tugbenyo,Jesse Tugbenyo,61,71,675000,"CB,CDM,RB",CB,Germany,https://cdn.sofifa.net/players/259/194/23_60.png,20,187,81,1467,330,Sportclub Verl,2000,0,SUB,2023,23,2020,YES,Right,2,2,1,-,https://cdn.sofifa.net/flags/de.png,-,-,Medium,High
14626,R. Bourlès,Redwan Bourlès,61,74,775000,"CM,LM",CAM,France,https://cdn.sofifa.net/players/264/059/23_60.png,19,186,74,1582,337,FC Lorient,2000,2000000,RES,2023,31,2020,-,Right,3,2,1,-,https://cdn.sofifa.net/flags/fr.png,-,-,Medium,Medium
14627,A. Palmer,Ash Palmer,61,61,275000,CB,CB,England,https://cdn.sofifa.net/players/201/851/23_60.png,29,185,76,1376,288,Stockport County,3000,481000,SUB,2023,5,2018,-,Right,3,2,1,-,https://cdn.sofifa.net/flags/gb-eng.png,-,-,Low,High
14628,R. Tumilty,Reghan Tumilty,61,63,375000,"RWB,RB",RB,Scotland,https://cdn.sofifa.net/players/227/963/23_60.png,25,178,70,1605,348,Hartlepool United,2000,684000,SUB,2023,26,2022,-,Right,3,2,1,-,https://cdn.sofifa.net/flags/gb-sct.png,-,-,High,Medium
14629,A. Abqar,Abdelkabir Abqar,61,71,675000,CB,CB,Morocco,https://cdn.sofifa.net/players/245/628/23_60.png,23,188,80,1326,281,Deportivo Alavés,2000,1200000,RES,2025,22,2020,-,Right,3,2,1,-,https://cdn.sofifa.net/flags/ma.png,-,-,Low,Medium
14630,M. Whittaker,Morgan Whittaker,61,73,800000,"RW,RM",ST,England,https://cdn.sofifa.net/players/252/796/23_60.png,21,183,69,1567,342,Plymouth Argyle,4000,0,SUB,2023,19,2021,YES,Left,3,3,1,-,https://cdn.sofifa.net/flags/gb-eng.png,-,-,Medium,Medium
14631,L. González,Luis David González,61,68,650000,CAM,CAM,Venezuela,https://cdn.sofifa.net/players/259/452/23_60.png,23,174,66,1531,322,Caracas Fútbol Club,500,1500000,RES,2022,24,2020,-,Left,3,3,1,-,https://cdn.sofifa.net/flags/ve.png,-,-,Medium,Medium
14632,J. Ramírez,Joan Ramírez,61,68,625000,CDM,CAM,Colombia,https://cdn.sofifa.net/players/261/500/23_60.png,22,174,73,1666,360,Deportivo Cali,650,1000000,RES,2022,8,2021,-,Right,2,2,1,-,https://cdn.sofifa.net/flags/co.png,-,-,Medium,Medium
14633,Pastor,David Samuel Custódio Lima,61,66,475000,RB,RB,Brazil,https://cdn.sofifa.net/players/270/205/23_60.png,22,176,74,1456,317,Portimonense SC,1000,1000000,RES,2027,28,2022,-,Right,2,2,1,-,https://cdn.sofifa.net/flags/br.png,-,-,High,High
14634,Abraham,Abraham Del Moral Rando,61,73,750000,CB,CB,Spain,https://cdn.sofifa.net/players/270/717/23_60.png,20,183,72,1475,314,Villarreal Club de Fútbol B,950,1300000,RES,2025,27,2020,-,Right,3,2,1,-,https://cdn.sofifa.net/flags/es.png,-,-,Low,High
14635,Cho Ji Hun,Ji Hun Cho,61,61,250000,"CM,CDM",CAM,Korea Republic,https://cdn.sofifa.net/players/202/975/23_60.png,32,191,80,1715,364,FC Seoul,2000,313000,SUB,2022,44,2022,-,Right,3,2,1,-,-,-,-,Medium,Medium
14636,J. Gonçalves,Jonathan Gonçalves,61,61,160000,CB,CB,France,https://cdn.sofifa.net/players/269/279/23_60.png,33,170,61,1385,302,FC Annecy,950,280000,SUB,2023,8,2009,-,Right,3,2,1,-,https://cdn.sofifa.net/flags/fr.png,-,-,Medium,Medium
14637,G. Garofani,Giovanni Garofani,61,81,825000,GK,GK,Italy,https://cdn.sofifa.net/players/271/583/23_60.png,19,188,82,915,344,Juventus,4000,2200000,RES,2024,41,2021,-,Left,3,1,1,-,https://cdn.sofifa.net/flags/it.png,-,-,Medium,Medium
14638,J. Vale,Jack Vale,61,73,800000,"ST,LW",ST,Wales,https://cdn.sofifa.net/players/243/167/23_60.png,21,183,70,1517,328,Blackburn Rovers,6000,1700000,SUB,2023,29,2018,-,Right,4,3,1,-,https://cdn.sofifa.net/flags/gb-wls.png,-,-,Medium,Low
14639,F. Yıldırım,Feyzi Yıldırım,61,63,375000,"RB,RM",RM,Turkey,https://cdn.sofifa.net/players/223/719/23_60.png,26,175,67,1698,348,Kasimpaşa SK,2000,778000,SUB,2023,23,2020,-,Right,2,2,1,-,https://cdn.sofifa.net/flags/tr.png,-,-,High,Medium
14640,M. Acton,Matthew Acton,61,61,220000,GK,GK,Australia,https://cdn.sofifa.net/players/209/895/23_60.png,30,184,85,1068,344,Melbourne Victory,1000,275000,SUB,2023,1,2016,-,Right,2,1,1,-,https://cdn.sofifa.net/flags/au.png,-,-,Medium,Medium
14641,R. Lobo,Ramiro Lobo,61,73,800000,"CAM,LW",CAM,Argentina,https://cdn.sofifa.net/players/270/823/23_60.png,20,170,68,1531,323,Club Atlético Independiente,2000,1400000,RES,2023,39,2022,-,Right,3,3,1,-,https://cdn.sofifa.net/flags/ar.png,-,-,High,Low
14642,David García,David García Hidalgo,61,73,750000,CM,CM,Spain,https://cdn.sofifa.net/players/268/263/23_60.png,18,183,79,1658,350,SD Huesca,650,1400000,RES,2024,31,2022,-,Right,3,2,1,-,https://cdn.sofifa.net/flags/es.png,-,-,Medium,Medium
14643,I. Kričak,Ivan Kričak,61,65,400000,CB,CB,Serbia,https://cdn.sofifa.net/players/261/606/23_60.png,25,182,77,1359,291,Mjällby AIF,650,530000,SUB,2023,15,2021,-,Right,3,2,1,-,-,-,-,Medium,High
14644,F. Borța,Florin Borța,61,67,475000,"RWB,RM",RWB,Romania,https://cdn.sofifa.net/players/251/878/23_60.png,23,175,73,1536,336,Petrolul Ploiești,1000,736000,SUB,2023,99,2022,-,Right,3,2,1,-,https://cdn.sofifa.net/flags/ro.png,-,-,Medium,High
14645,R. Tulloch,Rayhaan Tulloch,61,75,800000,"LW,LM,ST",ST,England,https://cdn.sofifa.net/players/241/382/23_60.png,21,178,70,1528,325,Rochdale,5000,0,SUB,2023,21,2017,YES,Right,3,2,1,-,https://cdn.sofifa.net/flags/gb-eng.png,-,-,Medium,Low
14646,M. Crocombe,Max Crocombe,61,61,230000,GK,GK,New Zealand,https://cdn.sofifa.net/players/206/566/23_60.png,28,194,88,1175,347,Grimsby Town,2000,403000,GK,2023,1,2021,-,Right,2,1,1,-,https://cdn.sofifa.net/flags/nz.png,-,-,Medium,Medium
14647,S. Ortíz,Sergio Fabián Ortíz,61,71,700000,"CDM,CM",CDM,Argentina,https://cdn.sofifa.net/players/270/822/23_60.png,21,173,77,1592,341,Club Atlético Independiente,2000,1200000,RES,2023,37,2022,-,Right,3,2,1,-,https://cdn.sofifa.net/flags/ar.png,-,-,Medium,Medium
14648,M. Bernatene,Mathías Bernatene,61,71,650000,GK,GK,Uruguay,https://cdn.sofifa.net/players/268/518/23_60.png,21,186,80,990,328,Club Nacional de Football,500,1600000,SUB,2023,40,2022,-,Right,3,1,1,-,https://cdn.sofifa.net/flags/uy.png,-,-,Medium,Medium
14649,Manu Morillo,Manuel Morillo León,61,79,825000,"ST,RM,LM",ST,Spain,https://cdn.sofifa.net/players/264/166/23_60.png,18,182,70,1446,309,Real Betis Balompié,2000,2200000,RES,2024,47,2021,-,Right,3,4,1,-,https://cdn.sofifa.net/flags/es.png,-,-,Medium,Medium
14650,P. Sciortino,Paolo Sciortino,61,69,650000,CDM,CDM,France,https://cdn.sofifa.net/players/263/398/23_60.png,18,177,70,1510,317,Olympique de Marseille,2000,1400000,RES,2024,34,2021,-,Right,3,2,1,-,https://cdn.sofifa.net/flags/fr.png,-,-,Low,Medium
14651,B. Bjarkason,Bjarki Steinn Bjarkason,61,70,725000,LW,CAM,Iceland,https://cdn.sofifa.net/players/258/533/23_60.png,22,180,68,1519,325,Venezia FC,900,1300000,SUB,2024,19,2020,-,Right,2,2,1,-,https://cdn.sofifa.net/flags/is.png,-,-,Medium,Medium
14652,L. Chávez,Lautaro Chávez,61,70,725000,"RM,LM,ST",ST,Argentina,https://cdn.sofifa.net/players/242/917/23_60.png,21,170,65,1518,318,Gimnasia y Esgrima La Plata,2000,1200000,RM,2023,21,2017,-,Right,3,3,1,-,https://cdn.sofifa.net/flags/ar.png,-,-,Medium,Medium
14653,C. Kouakou,Chris Kouakou,61,72,725000,CM,RM,Côte d'Ivoire,https://cdn.sofifa.net/players/270/053/23_60.png,22,180,70,1580,350,FC Midtjylland,4000,1100000,SUB,2026,19,2022,-,Right,3,2,1,-,-,-,-,Medium,High
14654,S. Robinson,Scott Robinson,61,61,325000,"ST,CM",CAM,Scotland,https://cdn.sofifa.net/players/198/373/23_60.png,30,168,63,1751,365,Kilmarnock,2000,569000,RES,2023,16,2021,-,Right,3,2,1,-,https://cdn.sofifa.net/flags/gb-sct.png,-,-,High,High
14655,S. Mvoué,Steve Mvoué,61,78,850000,"CM,CDM",CAM,Cameroon,https://cdn.sofifa.net/players/257/507/23_60.png,20,185,73,1692,360,Seraing,2000,1800000,SUB,2024,5,2022,-,Right,3,2,1,-,-,-,-,High,High
14656,A. Bernhardsson,Alexander Bernhardsson,61,67,525000,RW,RM,Sweden,https://cdn.sofifa.net/players/255/459/23_60.png,23,185,73,1607,354,IF Elfsborg,1000,761000,SUB,2024,12,2020,-,Right,3,2,1,-,https://cdn.sofifa.net/flags/se.png,-,-,Medium,Medium
14657,E. Hustad,Erlend Hustad,61,65,450000,ST,ST,Norway,https://cdn.sofifa.net/players/253/155/23_60.png,25,192,83,1492,324,FK Jerv,900,596000,SUB,2023,9,2022,-,Right,2,2,1,-,https://cdn.sofifa.net/flags/no.png,-,-,Medium,Medium
14658,E. Celebi,Ekin Celebi,61,69,700000,"LB,CB",CB,Germany,https://cdn.sofifa.net/players/244/707/23_60.png,22,184,74,1487,321,Hannover 96,4000,1300000,RES,2024,3,2022,-,Left,4,2,1,-,https://cdn.sofifa.net/flags/de.png,-,-,Medium,Medium
14659,Jin Pengxiang,Pengxiang Jin,61,61,210000,"CB,RB",CB,China PR,https://cdn.sofifa.net/players/222/179/23_60.png,32,187,77,1575,339,Beijing Guoan FC,3000,326000,SUB,2022,16,2015,-,Right,3,2,1,-,-,-,-,High,Medium
14660,M. Biereth,Mika Biereth,61,81,925000,ST,ST,Denmark,https://cdn.sofifa.net/players/270/050/23_60.png,19,187,78,1534,338,RKC Waalwijk,1000,2300000,SUB,2023,9,2021,-,Right,2,3,1,-,https://cdn.sofifa.net/flags/dk.png,-,-,Medium,Medium
14661,A. Simarra,Alfonso Simarra,61,69,700000,CB,CB,Colombia,https://cdn.sofifa.net/players/265/186/23_60.png,21,191,83,1443,308,Junior FC,550,1100000,RES,2022,2,2021,-,Left,3,2,1,-,https://cdn.sofifa.net/flags/co.png,-,-,Medium,Medium
14662,M. Kikkenborg,Mads Kikkenborg,61,72,650000,GK,GK,Denmark,https://cdn.sofifa.net/players/246/753/23_60.png,22,197,93,985,337,Lyngby BK,1000,943000,SUB,2024,16,2021,-,Right,2,1,1,-,https://cdn.sofifa.net/flags/dk.png,-,-,Medium,Medium
14663,Oh In Pyo,In Pyo Oh,61,64,425000,"RM,RB",ST,Korea Republic,https://cdn.sofifa.net/players/233/185/23_60.png,25,178,68,1494,321,Ulsan Hyundai FC,2000,584000,SUB,2025,25,2022,-,Right,4,3,1,-,-,-,-,Medium,Medium
14664,J. Jones,James Jones,61,62,375000,CM,CAM,Scotland,https://cdn.sofifa.net/players/223/969/23_60.png,26,175,68,1703,362,Wrexham AFC,500,834000,CM,2024,30,2021,-,Right,3,3,1,-,https://cdn.sofifa.net/flags/gb-sct.png,-,-,Medium,Medium
14665,J. Moreno,Joiner Moreno,61,71,725000,"RM,RW",RM,Colombia,https://cdn.sofifa.net/players/259/808/23_60.png,21,184,79,1590,347,La Equidad,500,1100000,RES,2022,32,2020,-,Right,2,3,1,-,https://cdn.sofifa.net/flags/co.png,-,-,Medium,Medium
14666,M. Benita,Mimeirhel Benita,61,77,800000,"RB,RW",RM,Netherlands,https://cdn.sofifa.net/players/264/416/23_60.png,18,178,66,1648,364,Feyenoord,500,1700000,RES,2025,24,2020,-,Right,3,3,1,-,https://cdn.sofifa.net/flags/nl.png,-,-,Medium,Medium
14667,I. Burnea,Ionuț Burnea,61,61,300000,"LWB,CB",CB,Romania,https://cdn.sofifa.net/players/257/759/23_60.png,29,181,77,1499,323,CS Mioveni,1000,405000,RES,2023,6,2017,-,Left,2,2,1,-,https://cdn.sofifa.net/flags/ro.png,-,-,Medium,Medium
14668,Ł. Zjawiński,Łukasz Zjawiński,61,74,800000,ST,ST,Poland,https://cdn.sofifa.net/players/257/944/23_60.png,20,189,83,1476,326,Widzew Łódź,2000,0,RES,2023,29,2021,YES,Right,2,2,1,-,https://cdn.sofifa.net/flags/pl.png,-,-,Medium,Medium
14669,D. Williams,Dylan Williams,61,76,725000,"LWB,LB",LWB,England,https://cdn.sofifa.net/players/264/115/23_60.png,18,170,64,1528,319,Chelsea,4000,1800000,RES,2025,55,2022,-,Left,2,2,1,-,https://cdn.sofifa.net/flags/gb-eng.png,-,-,High,Medium
14670,H. El Kaouakibi,Hamza El Kaouakibi,61,67,475000,RB,CB,Morocco,https://cdn.sofifa.net/players/268/697/23_60.png,24,185,80,1465,323,Benevento,750,855000,SUB,2024,2,2022,-,Right,3,2,1,-,https://cdn.sofifa.net/flags/ma.png,-,-,Medium,Medium
14671,M. Könnecke,Mike Könnecke,61,61,200000,"CM,CDM",RM,Germany,https://cdn.sofifa.net/players/200/952/23_60.png,33,174,70,1779,376,FSV Zwickau,550,290000,SUB,2023,13,2016,-,Right,4,3,1,-,https://cdn.sofifa.net/flags/de.png,-,-,High,Medium
14672,M. Maglica,Matej Maglica,61,70,675000,CB,CB,Croatia,https://cdn.sofifa.net/players/265/465/23_60.png,23,198,99,1274,282,FC St. Gallen 1879,2000,1100000,SUB,2024,5,2022,-,Left,3,2,1,-,https://cdn.sofifa.net/flags/hr.png,-,-,Low,Medium
14673,Liu Ruofan,Ruofan Liu,61,70,725000,"ST,RM",CAM,China PR,https://cdn.sofifa.net/players/239/609/23_60.png,23,188,78,1649,358,Shanghai Shenhua FC,2000,1300000,SUB,2023,36,2017,-,Right,4,3,1,-,-,-,-,Medium,Medium
14674,R. Damus,Ronaldo Damus,61,70,750000,ST,ST,Haiti,https://cdn.sofifa.net/players/268/282/23_60.png,22,180,75,1444,323,GIF Sundsvall,700,1100000,SUB,2025,12,2022,-,Right,3,2,1,-,-,-,-,Medium,Medium
14675,F. Clarke,Flynn Clarke,61,74,775000,CAM,CAM,England,https://cdn.sofifa.net/players/256/506/23_60.png,19,180,73,1465,320,Norwich City,4000,2000000,RES,2024,39,2021,-,Right,2,2,1,-,https://cdn.sofifa.net/flags/gb-eng.png,-,-,High,Low
14676,J. van Mullem,Jeremy van Mullem,61,69,675000,"CDM,CM",CB,Netherlands,https://cdn.sofifa.net/players/261/370/23_60.png,23,184,75,1468,316,Sparta Rotterdam,2000,1100000,SUB,2024,17,2020,-,Right,3,2,1,-,https://cdn.sofifa.net/flags/nl.png,-,-,Medium,Medium
14677,E. Lindell,Erik Lindell,61,62,350000,"RB,RM",RWB,Sweden,https://cdn.sofifa.net/players/227/836/23_60.png,26,181,71,1600,345,Degerfors IF,700,464000,SUB,2022,12,2019,-,Right,2,2,1,-,https://cdn.sofifa.net/flags/se.png,-,-,High,Medium
14678,J. Romero,José David Romero,61,75,775000,ST,ST,Argentina,https://cdn.sofifa.net/players/256/508/23_60.png,19,176,73,1451,299,Club Atlético Talleres,2000,1600000,RES,2025,34,2020,-,Right,3,2,1,-,https://cdn.sofifa.net/flags/ar.png,-,-,High,Medium
14679,U. Ewolo,Ulrich Donovan Ewolo,61,62,375000,"RM,ST",ST,Cameroon,https://cdn.sofifa.net/players/268/285/23_60.png,26,191,80,1533,337,Zhejiang Professional FC,2000,609000,ST,2027,7,2021,-,Right,3,3,1,-,-,-,-,High,Medium
14680,S. Diaby,Souleymane Diaby,61,69,700000,LB,LB,Côte d'Ivoire,https://cdn.sofifa.net/players/269/565/23_60.png,22,173,69,1606,345,FC Winterthur,1000,1200000,LWB,2025,18,2021,-,Left,3,2,1,-,-,-,-,Medium,Medium
14681,K. Koulierakis,Konstantinos Koulierakis,61,78,775000,CB,CB,Greece,https://cdn.sofifa.net/players/270/077/23_60.png,18,185,78,1466,323,PAOK,500,2200000,CB,2025,59,2022,-,Left,2,2,1,-,https://cdn.sofifa.net/flags/gr.png,-,-,Low,Medium
14682,A. Calut,Alexandro Calut,61,74,750000,"LB,LWB",LWB,Belgium,https://cdn.sofifa.net/players/262/141/23_60.png,19,180,66,1525,329,Standard de Liège,1000,1600000,SUB,2024,5,2020,-,Left,3,2,1,-,https://cdn.sofifa.net/flags/be.png,-,-,Medium,Medium
14683,Rodrigo Henrique,Rodrigo Santana da Silva,61,61,325000,"CAM,LM",RM,Brazil,https://cdn.sofifa.net/players/268/286/23_60.png,28,178,72,1533,339,Meizhou Hakka,2000,504000,CAM,2027,25,2022,-,Right,3,3,1,-,https://cdn.sofifa.net/flags/br.png,-,-,High,Medium
14684,del Cerro,Saúl del Cerro García,61,71,700000,CM,CDM,Spain,https://cdn.sofifa.net/players/271/358/23_60.png,18,185,75,1603,341,Burgos CF,500,1200000,RES,2023,28,2022,-,Left,3,2,1,-,https://cdn.sofifa.net/flags/es.png,-,-,Medium,Medium
14685,Mikel Carro,Mikel Carro Fandiño,61,67,525000,CM,CDM,Spain,https://cdn.sofifa.net/players/247/806/23_60.png,23,178,75,1623,341,Real Valladolid CF,3000,1200000,RES,2023,35,2020,-,Right,3,2,1,-,https://cdn.sofifa.net/flags/es.png,-,-,Medium,High
14686,A. Nilsson,Aleksander D. Nilsson,61,75,775000,CM,CM,Sweden,https://cdn.sofifa.net/players/262/911/23_60.png,19,178,72,1549,332,Sandefjord Fotball,500,1500000,CM,2024,5,2022,-,Right,3,2,1,-,https://cdn.sofifa.net/flags/se.png,-,-,Medium,Medium
14687,G. Holohan,Gavan Holohan,61,61,325000,"CM,CDM",CM,Republic of Ireland,https://cdn.sofifa.net/players/207/513/23_60.png,30,180,75,1733,356,Grimsby Town,2000,569000,CM,2024,8,2022,-,Right,3,3,1,-,-,-,-,High,Low
14688,G. Gambetta,Giacomo Gambetta,61,66,400000,GK,GK,Peru,https://cdn.sofifa.net/players/265/471/23_60.png,23,184,82,1023,337,Sport Boys,500,890000,SUB,2022,12,2019,-,Right,3,1,1,-,https://cdn.sofifa.net/flags/pe.png,-,-,Medium,Medium
14689,J. Devitt,Jamie Devitt,61,61,275000,"CAM,CM",CAM,Republic of Ireland,https://cdn.sofifa.net/players/189/695/23_60.png,31,176,66,1631,333,Carlisle United,2000,481000,SUB,2023,28,2022,-,Right,3,3,1,-,-,-,-,Medium,Medium
14690,A. Roncaglia,Anthony Roncaglia,61,68,625000,CDM,CB,France,https://cdn.sofifa.net/players/262/342/23_60.png,22,180,70,1495,325,SC Bastia,900,1200000,SUB,2024,4,2019,-,Right,2,2,1,-,https://cdn.sofifa.net/flags/fr.png,-,-,Low,Medium
14691,M. Szpakowski,Marcin Szpakowski,61,70,725000,"CM,CDM",CAM,Poland,https://cdn.sofifa.net/players/258/245/23_60.png,20,182,69,1678,357,Korona Kielce,700,1100000,SUB,2024,20,2021,-,Right,3,2,1,-,https://cdn.sofifa.net/flags/pl.png,-,-,Medium,Medium
14692,Manu Lama,Manuel Lama Maroto,61,73,750000,"CB,CDM,CM",CB,Spain,https://cdn.sofifa.net/players/267/717/23_60.png,21,186,82,1526,323,Atlético de Madrid,5000,1700000,RES,2024,42,2020,-,Right,3,2,1,-,https://cdn.sofifa.net/flags/es.png,-,-,Medium,Medium
14693,C. Harkin,Ciaron Harkin,61,64,425000,"CM,CDM",CM,Northern Ireland,https://cdn.sofifa.net/players/228/292/23_60.png,26,180,75,1642,346,Derry City,650,691000,RES,2022,4,2019,-,Right,3,2,1,-,-,-,-,Medium,Medium
14694,A. Al Dohaim,Amaar Al Dohaim,61,61,275000,CB,CB,Saudi Arabia,https://cdn.sofifa.net/players/220/356/23_60.png,28,182,75,1544,328,Al Fateh,5000,454000,SUB,2025,24,2020,-,Right,3,2,1,-,https://cdn.sofifa.net/flags/sa.png,-,-,Medium,Medium
