kickRetId,playId,teamId,playerId,kickRetPosition,kickRetOutcome,kickRetPrimary,kickRetYds,kickRetTd,kickRetEnd,kickRetNull
13442818,13058248,3800,20130230.0,RB,returned,1,5,,ran out of bounds,0
13442819,13058278,2120,20140106.0,WR,returned,1,0,,in bounds,0
13442820,13058285,3800,20130230.0,RB,returned,1,2,,in bounds,0
13442821,13058314,610,20090083.0,WR,returned,1,25,,pushed out of bounds,0
13442822,13058322,610,20090083.0,WR,returned,1,18,,in bounds,0
13442823,13058346,610,20090083.0,WR,returned,1,25,,in bounds,0
13442824,13058359,610,20090083.0,WR,returned,1,15,,in bounds,0
13442825,13058370,4400,20120100.0,WR,returned,1,0,,in bounds,0
13442826,13058391,610,20090083.0,WR,returned,1,25,,in bounds,0
13442827,13058412,610,20090083.0,WR,returned,1,17,,in bounds,0
13442828,13058422,4400,20170151.0,DB,returned,1,16,,in bounds,0
13442829,13058428,610,20090083.0,WR,returned,1,3,,in bounds,0
13442830,13058439,610,20090083.0,WR,returned,1,19,,in bounds,0
13442831,13058479,610,20090083.0,WR,fair catch,1,0,,in bounds,0
13442832,13058483,4400,20170151.0,DB,returned,1,2,,in bounds,0
13442833,13058494,2700,20140063.0,WR,returned,1,7,,in bounds,0
13442834,13058507,2700,20160186.0,WR,returned,1,24,,in bounds,0
13442835,13058517,4900,20110145.0,RB,returned,1,29,,in bounds,0
13442836,13058549,4900,20150521.0,WR,returned,1,7,,pushed out of bounds,0
13442837,13058567,2700,20160186.0,WR,returned,1,31,,in bounds,0
13442838,13058570,2700,20160186.0,WR,returned,1,26,,in bounds,0
13442839,13058584,4900,20110145.0,RB,returned,1,24,,in bounds,0
13442840,13058589,2700,20160186.0,WR,fair catch,1,0,,in bounds,0
13442841,13058607,2700,20160186.0,WR,returned,1,0,,in bounds,0
13442842,13058627,2700,20140063.0,WR,returned,1,13,,in bounds,0
13442843,13058654,2700,20140629.0,RB,returned,1,-7,,in bounds,0
13442844,13058684,2510,20160117.0,WR,fair catch,1,0,,in bounds,0
13442845,13058688,3000,20100678.0,CB,returned,1,9,,in bounds,0
13442846,13058704,3000,20100678.0,CB,fair catch,1,0,,in bounds,0
13442847,13058730,2510,20160117.0,WR,returned,1,13,,ran out of bounds,0
13442848,13058736,2510,20160117.0,WR,returned,1,-1,,in bounds,0
13442849,13058743,3000,20100678.0,CB,fair catch,1,0,,in bounds,0
13442850,13058772,2510,20160117.0,WR,returned,1,34,,in bounds,0
13442851,13058786,2510,20160117.0,WR,returned,1,26,,in bounds,0
13442852,13058830,3300,20140500.0,WR,returned,1,18,,in bounds,0
13442853,13058851,3300,20160678.0,WR,returned,1,20,,in bounds,0
13442854,13058869,3300,20160678.0,WR,returned,1,19,,ran out of bounds,0
13442855,13058878,5110,20150105.0,WR,fair catch,1,0,,in bounds,0
13442856,13058910,3300,20160678.0,WR,fair catch,1,0,,in bounds,0
13442857,13058936,3300,20160678.0,WR,returned,1,23,,in bounds,0
13442858,13058942,5110,20150105.0,WR,fair catch,1,0,,in bounds,0
13442859,13058947,3300,20160678.0,WR,returned,1,24,,ran out of bounds,0
13442860,13058976,3300,20160678.0,WR,fair catch,1,0,,in bounds,0
13442861,13058993,3300,20160678.0,WR,returned,1,14,,in bounds,0
13442862,13058997,2310,20150903.0,RB,returned,1,10,,in bounds,0
13442863,13059005,3410,20160531.0,WR,fair catch,1,0,,in bounds,0
13442864,13059033,2310,20140124.0,WR,returned,1,39,,in bounds,0
13442865,13059059,3410,20160531.0,WR,returned,1,0,,in bounds,0
13442866,13059063,2310,20160165.0,WR,returned,1,4,,ran out of bounds,0
13442867,13059071,2310,20160165.0,WR,returned,1,5,,pushed out of bounds,0
13442868,13059105,2310,20140124.0,WR,returned,1,0,,in bounds,0
13442869,13059119,2310,20140124.0,WR,returned,1,8,,in bounds,0
13442870,13059138,2310,20150903.0,RB,returned,1,21,,in bounds,0
13442871,13059149,3410,20160531.0,WR,returned,1,6,,in bounds,0
13442872,13059150,2310,20150903.0,RB,returned,1,18,,in bounds,0
13442873,13059157,3410,20160531.0,WR,returned,1,8,,ran out of bounds,0
13442874,13059176,3200,20080571.0,WR,fair catch,1,0,,in bounds,0
13442875,13059208,2520,20160727.0,RB,fair catch,1,0,,in bounds,0
13442876,13059297,3200,20100027.0,FS,returned,1,12,,in bounds,0
13442877,13059306,2520,20160143.0,RB,returned,1,16,,in bounds,0
13442878,13059346,2100,20170018.0,CB,returned,1,36,,in bounds,0
13442879,13059360,3900,20150455.0,RB,returned,1,21,,in bounds,0
13442880,13059364,2100,20170018.0,CB,returned,1,10,,in bounds,0
13442881,13059383,3900,20100195.0,WR,returned,1,7,,ran out of bounds,0
13442882,13059406,2100,20170018.0,CB,returned,1,25,,in bounds,0
13442883,13059419,2100,20170018.0,CB,returned,1,14,,in bounds,0
13442884,13059460,2100,20170018.0,CB,returned,1,9,,in bounds,0
13442885,13059465,3900,20100195.0,WR,returned,1,16,,in bounds,0
13442886,13059484,2100,20170018.0,CB,returned,1,19,,in bounds,0
13442887,13059503,200,20100088.0,WR,returned,1,50,,in bounds,0
13442888,13059513,4600,20150069.0,WR,returned,1,57,,ran out of bounds,0
13442889,13059524,4600,20150069.0,WR,returned,1,37,,in bounds,0
13442890,13059536,200,20100088.0,WR,returned,1,25,,in bounds,0
13442891,13059544,4600,20150069.0,WR,fair catch,1,0,,in bounds,0
13442892,13059549,4600,20150069.0,WR,returned,1,39,,in bounds,0
13442893,13059562,200,20100088.0,WR,returned,1,0,,in bounds,0
13442894,13059571,200,20100471.0,OG,returned,1,11,,in bounds,0
13442895,13059583,4600,20150069.0,WR,returned,1,39,,in bounds,0
13442896,13059592,4600,20150069.0,WR,returned,1,25,,in bounds,0
13442897,13059601,200,20100088.0,WR,returned,1,22,,in bounds,0
13442898,13059635,4600,20150069.0,WR,fair catch,1,0,,in bounds,0
13442899,13059639,200,20100088.0,WR,fair catch,1,0,,in bounds,0
13442900,13059658,200,20100088.0,WR,returned,1,10,,in bounds,0
13442901,13059662,4600,20150069.0,WR,returned,1,0,,in bounds,0
13443647,13061445,3800,20130230.0,RB,returned,1,2,,in bounds,0
13443648,13061461,3800,20130230.0,RB,fair catch,1,0,,in bounds,0
13443649,13061496,3800,20130230.0,RB,returned,1,20,,in bounds,0
13443650,13061513,2250,20160921.0,WR,returned,1,14,,in bounds,0
13443651,13061522,3800,20160662.0,RB,returned,1,32,,in bounds,0
13443652,13061549,2250,20160921.0,WR,fair catch,1,0,,in bounds,0
13443653,13061553,3800,20110005.0,CB,returned,1,19,,ran out of bounds,0
13443654,13061572,3800,20110005.0,CB,fair catch,1,0,,in bounds,0
13443655,13061585,2250,20150448.0,RB,returned,1,68,,ran out of bounds,0
13443656,13061591,3800,20160662.0,RB,returned,1,18,,in bounds,0
13443657,13061607,2250,20160921.0,WR,fair catch,1,0,,in bounds,0
13443658,13061611,3800,20110005.0,CB,returned,1,12,,ran out of bounds,0
13443659,13061615,2250,20160921.0,WR,returned,1,0,,in bounds,0
13443660,13061627,200,20100088.0,WR,returned,1,26,,in bounds,0
13443661,13061641,4900,20110145.0,RB,returned,1,26,,in bounds,0
13443662,13061647,200,20100088.0,WR,fair catch,1,0,,in bounds,0
13443663,13061656,200,20100088.0,WR,returned,1,18,,pushed out of bounds,0
13443664,13061666,200,20100088.0,WR,returned,1,8,,ran out of bounds,0
13443665,13061674,4900,20110145.0,RB,returned,1,17,,in bounds,0
13443666,13061690,200,20100088.0,WR,returned,1,21,,in bounds,0
13443667,13061699,200,20100088.0,WR,returned,1,25,,in bounds,0
13443668,13061723,200,20100088.0,WR,returned,1,33,,in bounds,0
13443669,13061742,200,20100088.0,WR,returned,1,24,,in bounds,0
13443670,13061778,325,20160107.0,WR,returned,1,27,,pushed out of bounds,0
13443671,13061782,2120,20140106.0,WR,fair catch,1,0,,in bounds,0
13443672,13061803,2120,20140106.0,WR,fair catch,1,0,,in bounds,0
13443673,13061811,325,20090088.0,FS,fair catch,1,0,,in bounds,0
13443674,13061816,2120,20170582.0,WR,returned,1,0,,in bounds,0
13443675,13061830,2120,20110183.0,RB,returned,1,20,,in bounds,0
13443676,13061841,2120,20170582.0,WR,returned,1,20,,in bounds,0
13443677,13061855,325,20160107.0,WR,returned,1,23,,in bounds,0
13443678,13061867,2120,20170582.0,WR,returned,1,27,,in bounds,0
13443679,13061872,325,20090088.0,FS,fair catch,1,0,,in bounds,0
13443680,13061880,2120,20140106.0,WR,fair catch,1,0,,in bounds,0
13443681,13061929,2120,20140106.0,WR,returned,1,21,,ran out of bounds,0
13443682,13061972,1050,20170252.0,RB,returned,1,22,,in bounds,0
13443683,13061995,1050,20170252.0,RB,returned,1,17,,in bounds,0
13443684,13061999,920,20050006.0,CB,returned,1,16,,in bounds,0
13443685,13062017,1050,20170252.0,RB,returned,1,24,,in bounds,0
13443686,13062029,920,20160483.0,WR,returned,1,25,,in bounds,0
13443687,13062042,1050,20170252.0,RB,returned,1,16,,in bounds,0
13443688,13062058,1050,20170025.0,FS,returned,1,13,,in bounds,0
13443689,13062062,920,20160483.0,WR,returned,1,14,,in bounds,0
13443690,13062071,1050,20170025.0,FS,fair catch,1,0,,in bounds,0
13443691,13062098,1050,20170252.0,RB,returned,1,24,,ran out of bounds,0
13443692,13062109,1200,20170133.0,WR,returned,1,18,,in bounds,0
13443693,13062167,1200,20170133.0,WR,returned,1,33,,in bounds,0
13443694,13062174,4400,20120100.0,WR,fair catch,1,0,,in bounds,0
13443695,13062176,4400,20170151.0,DB,returned,1,16,,in bounds,0
13443696,13062188,1200,20170133.0,WR,returned,1,32,,in bounds,0
13443697,13062197,4400,20120100.0,WR,fair catch,1,0,,in bounds,0
13443698,13062207,1200,20170133.0,WR,returned,1,19,,in bounds,0
13443699,13062255,1540,20140189.0,WR,returned,1,35,,ran out of bounds,0
13443700,13062260,3000,20100678.0,CB,fair catch,1,0,,in bounds,0
13443701,13062293,1540,20140189.0,WR,fair catch,1,0,,in bounds,0
13443702,13062308,3000,20100678.0,CB,returned,1,22,,ran out of bounds,0
13443703,13062327,3000,20100678.0,CB,returned,1,10,,ran out of bounds,0
13443704,13062368,1540,20100060.0,WR,returned,1,13,,in bounds,0
13443705,13062382,1540,20140189.0,WR,returned,1,17,,in bounds,0
13443706,13062387,3000,20100678.0,CB,returned,1,24,,in bounds,0
13443707,13062397,1540,20140189.0,WR,fair catch,1,0,,in bounds,0
13443708,13062401,3000,20100678.0,CB,returned,1,4,,in bounds,0
13443709,13062426,2100,20170018.0,CB,returned,1,7,,in bounds,0
13443710,13062514,2100,20170018.0,CB,returned,1,15,,in bounds,0
13443711,13062521,2200,20160598.0,WR,fair catch,1,0,,in bounds,0
13443712,13062538,2200,20160598.0,WR,returned,1,0,,pushed out of bounds,0
13443713,13062542,2100,20170018.0,CB,fair catch,1,0,,in bounds,0
13443714,13062559,2100,20170018.0,CB,fair catch,1,0,,in bounds,1
13443715,13062560,2100,20170018.0,CB,returned,1,0,,in bounds,0
13443716,13062583,610,20090083.0,WR,returned,1,11,,in bounds,0
13443717,13062587,2310,20160165.0,WR,returned,1,5,,pushed out of bounds,0
13443718,13062596,2310,20160165.0,WR,fair catch,1,0,,in bounds,0
13443719,13062600,610,20090083.0,WR,returned,1,20,,ran out of bounds,0
13443720,13062611,2310,20140612.0,RB,returned,1,19,,in bounds,0
13443721,13062615,610,20090083.0,WR,returned,1,13,,in bounds,0
13443722,13062626,610,20090083.0,WR,returned,1,10,,in bounds,0
13443723,13062656,2310,20140612.0,RB,returned,1,18,,in bounds,0
13443724,13062675,2310,20150903.0,RB,returned,1,32,,in bounds,0
13443725,13062682,610,20090083.0,WR,returned,1,7,,in bounds,0
13443726,13062686,2310,20160165.0,WR,returned,1,-5,,ran out of bounds,0
13443727,13062691,610,20090083.0,WR,returned,1,0,,in bounds,0
13443728,13062695,2310,20160165.0,WR,fair catch,1,0,,in bounds,0
13443729,13062699,610,20090083.0,WR,fair catch,1,0,,in bounds,0
13443730,13062733,2510,20160117.0,WR,returned,1,40,,in bounds,0
13443731,13062747,2510,20160117.0,WR,fair catch,1,0,,in bounds,0
13443732,13062764,2510,20160117.0,WR,returned,1,28,,in bounds,0
13443733,13062778,3300,20160678.0,WR,fair catch,1,0,,in bounds,0
13443734,13062784,2510,20160117.0,WR,returned,1,6,,in bounds,0
13443735,13062803,2510,20160117.0,WR,returned,1,21,,in bounds,0
13443736,13062817,2510,20160117.0,WR,returned,1,40,,ran out of bounds,0
13443737,13062821,3300,20160678.0,WR,fair catch,1,0,,in bounds,0
13443738,13062829,2510,20160117.0,WR,returned,1,13,,in bounds,0
13443739,13062864,2510,20160117.0,WR,returned,1,21,,in bounds,0
13443740,13062873,2510,20160117.0,WR,fair catch,1,0,,in bounds,0
13443741,13062915,3200,20080571.0,WR,returned,1,1,,pushed out of bounds,0
13443742,13062926,2700,20160186.0,WR,returned,1,28,,in bounds,0
13443743,13062938,3200,20080571.0,WR,returned,1,8,,in bounds,0
13443744,13062944,3200,20110149.0,RB,returned,1,20,,in bounds,0
13443745,13062958,2700,20160186.0,WR,returned,1,22,,ran out of bounds,0
13443746,13062984,2700,20160186.0,WR,returned,1,24,,in bounds,0
13443747,13062988,3200,20080571.0,WR,returned,1,-5,,in bounds,0
13443748,13062998,2700,20160186.0,WR,returned,1,23,,in bounds,0
13443749,13063015,3200,20080571.0,WR,fair catch,1,0,,in bounds,0
13443750,13063033,3200,20110149.0,RB,returned,1,15,,in bounds,0
13443751,13063037,2700,20160186.0,WR,returned,1,0,,pushed out of bounds,0
13443752,13063052,3200,20080571.0,WR,fair catch,1,0,,in bounds,0
13443753,13063056,2700,20160186.0,WR,fair catch,1,0,,in bounds,0
13443754,13063064,750,20120914.0,RB,returned,1,31,,in bounds,0
13443755,13063077,3430,20170607.0,WR,returned,1,32,,pushed out of bounds,0
13443756,13063088,750,20120914.0,RB,returned,1,18,,in bounds,0
13443757,13063100,750,20170008.0,RB,fair catch,1,0,,in bounds,0
13443758,13063115,750,20170008.0,RB,returned,1,14,,in bounds,0
13443759,13063119,3430,20170607.0,WR,returned,1,-7,,in bounds,0
13443760,13063123,750,20170008.0,RB,returned,1,8,,in bounds,0
13443761,13063134,750,20150184.0,WR,returned,1,5,,in bounds,0
13443762,13063138,3430,20170607.0,WR,returned,1,0,,in bounds,0
13443763,13063150,3430,20170607.0,WR,returned,1,20,,in bounds,0
13443764,13063154,750,20150184.0,WR,returned,1,8,,in bounds,0
13443765,13063169,750,20150184.0,WR,fair catch,1,0,,in bounds,0
13443766,13063173,3430,20170607.0,WR,returned,1,-3,,in bounds,0
13443767,13063208,3430,20170607.0,WR,returned,1,17,,pushed out of bounds,0
13443768,13063216,750,20150184.0,WR,returned,1,60,1.0,in bounds,0
13443769,13063249,1400,20150909.0,WR,returned,1,8,,in bounds,0
13443770,13063260,1400,20150909.0,WR,fair catch,1,0,,in bounds,0
13443771,13063265,2520,20160727.0,RB,returned,1,10,,in bounds,0
13443772,13063270,1400,20150909.0,WR,fair catch,1,0,,in bounds,0
13443773,13063299,2520,20160727.0,RB,returned,1,6,,in bounds,0
13443774,13063330,2520,20160727.0,RB,returned,1,1,,in bounds,0
13443775,13063340,1400,20160136.0,RB,returned,1,14,,in bounds,0
13443776,13063344,2520,20140219.0,CB,fair catch,1,0,,in bounds,0
13443777,13063348,1400,20150909.0,WR,fair catch,1,0,,in bounds,0
13443778,13063352,2520,20160727.0,RB,returned,1,8,,ran out of bounds,0
13443779,13063358,1400,20150909.0,WR,fair catch,1,0,,in bounds,0
13443780,13063395,2520,20130029.0,WR,returned,1,5,,in bounds,0
13443781,13063448,810,20170119.0,RB,returned,1,14,,in bounds,0
13443782,13063459,810,20170119.0,RB,returned,1,18,,in bounds,0
13443783,13063481,810,20110103.0,OLB,returned,1,3,,in bounds,0
13443784,13063483,810,20170119.0,RB,returned,1,39,,in bounds,0
13443785,13063517,3700,20130182.0,RB,returned,1,17,,pushed out of bounds,0
13443786,13063529,3700,20130182.0,RB,fair catch,1,0,,in bounds,0
13443787,13063565,3900,20140118.0,WR,returned,1,38,,ran out of bounds,0
13443788,13063601,3900,20140118.0,WR,returned,1,20,,in bounds,0
13443789,13063614,3900,20100195.0,WR,returned,1,0,,in bounds,0
13443790,13063621,1800,20160163.0,WR,returned,1,14,,in bounds,0
13443791,13063628,3900,20100195.0,WR,returned,1,7,,in bounds,0
13443792,13063636,1800,20160163.0,WR,fair catch,1,0,,in bounds,0
13443793,13063640,1800,20160163.0,WR,returned,1,22,,in bounds,0
13443794,13063676,3900,20100195.0,WR,fair catch,1,0,,in bounds,0
13443795,13063683,3900,20100195.0,WR,fair catch,1,0,,in bounds,1
13443796,13063684,3900,20100195.0,WR,fair catch,1,0,,in bounds,0
13443797,13063693,1800,20160163.0,WR,returned,1,23,,in bounds,0
13443798,13063714,1800,20160163.0,WR,fair catch,1,0,,in bounds,0
13443799,13063718,3900,20100195.0,WR,returned,1,2,,in bounds,0
13443800,13063728,4600,20150069.0,WR,returned,1,8,,in bounds,0
13443801,13063744,4600,20150069.0,WR,fair catch,1,0,,in bounds,0
13443802,13063761,4600,20150069.0,WR,returned,1,-1,,in bounds,0
13443803,13063776,4600,20150069.0,WR,fair catch,1,0,,in bounds,0
13443804,13063782,4500,20170177.0,WR,returned,1,-1,,in bounds,0
13443805,13063787,4600,20150069.0,WR,fair catch,1,0,,in bounds,0
13443806,13063804,4500,20170177.0,WR,returned,1,18,,pushed out of bounds,0
13443807,13063812,4600,20160094.0,TE,returned,1,0,,in bounds,0
13443808,13063825,4600,20150069.0,WR,returned,1,26,,ran out of bounds,0
13443809,13063837,4600,20150069.0,WR,fair catch,1,0,,in bounds,0
13443810,13063858,4600,20150069.0,WR,fair catch,1,0,,in bounds,0
13443811,13063866,4500,20170177.0,WR,fair catch,1,0,,in bounds,0
13443812,13063896,3410,20110056.0,RB,returned,1,18,,in bounds,0
13443813,13063910,5110,20160835.0,WR,fair catch,1,0,,in bounds,0
13443814,13063915,3410,20160531.0,WR,returned,1,8,,ran out of bounds,0
13443815,13063920,5110,20150105.0,WR,fair catch,1,0,,in bounds,0
13443816,13063938,3410,20160531.0,WR,returned,1,0,,in bounds,0
13443817,13063956,5110,20160731.0,RB,returned,1,17,,in bounds,0
13443818,13063968,5110,20150105.0,WR,returned,1,6,,in bounds,0
13443819,13063983,3410,20160531.0,WR,fair catch,1,0,,in bounds,0
13443820,13063988,5110,20150105.0,WR,returned,1,14,,in bounds,0
13443821,13063998,3410,20110056.0,RB,returned,1,21,,in bounds,0
13443822,13064002,5110,20150105.0,WR,returned,1,0,,in bounds,0
13443823,13064010,5110,20160731.0,RB,returned,1,21,,in bounds,0
13443824,13064024,5110,20150105.0,WR,returned,1,0,,in bounds,0
13443825,13064029,3410,20160531.0,WR,fair catch,1,0,,in bounds,0
13444553,13065519,2510,20160117.0,WR,returned,1,21,,in bounds,0
13444554,13065541,2510,20160117.0,WR,returned,1,17,,ran out of bounds,0
13444555,13065564,3800,20120716.0,WR,fair catch,1,0,,in bounds,0
13444556,13065576,2510,20160117.0,WR,returned,1,13,,ran out of bounds,0
13444557,13065580,3800,20110005.0,CB,returned,1,10,,ran out of bounds,0
13444558,13065588,2510,20160206.0,WR,returned,1,15,,in bounds,0
13444559,13065606,2510,20160117.0,WR,returned,1,0,,in bounds,0
13444560,13065614,2510,20160117.0,WR,returned,1,30,,ran out of bounds,0
13444561,13065623,3800,20120716.0,WR,returned,1,19,,in bounds,0
13444562,13065636,2510,20150832.0,LB,returned,1,0,,pushed out of bounds,0
13444563,13065640,3800,20110005.0,CB,returned,1,2,,ran out of bounds,0
13444564,13065656,3800,20120716.0,WR,returned,1,14,,in bounds,0
13444565,13065660,2510,20160117.0,WR,returned,1,13,,in bounds,0
13444566,13065677,3000,20100678.0,CB,returned,1,19,,in bounds,0
13444567,13065682,200,20100088.0,WR,fair catch,1,0,,in bounds,0
13444568,13065714,3000,20100678.0,CB,fair catch,1,0,,in bounds,0
13444569,13065725,200,20100088.0,WR,returned,1,24,,in bounds,0
13444570,13065740,200,20100088.0,WR,returned,1,3,,in bounds,0
13444571,13065746,3000,20100678.0,CB,fair catch,1,0,,in bounds,0
13444572,13065762,3000,20100678.0,CB,returned,1,32,,in bounds,0
13444573,13065767,200,20100088.0,WR,fair catch,1,0,,in bounds,0
13444574,13065772,3000,20100678.0,CB,fair catch,1,0,,in bounds,1
13444575,13065773,3000,20100678.0,CB,fair catch,1,0,,in bounds,0
13444576,13065790,200,20100088.0,WR,returned,1,21,,in bounds,0
13444577,13065794,3000,20100678.0,CB,returned,1,10,,ran out of bounds,0
13444578,13065801,200,20100088.0,WR,returned,1,5,,ran out of bounds,0
13444579,13065835,325,20140218.0,WR,returned,1,9,,ran out of bounds,0
13444580,13065844,1540,20150940.0,RB,returned,1,19,,in bounds,0
13444581,13065859,1540,20140189.0,WR,returned,1,9,,in bounds,0
13444582,13065886,325,20140218.0,WR,returned,1,9,,in bounds,0
13444583,13065893,1540,20140189.0,WR,fair catch,1,0,,in bounds,0
13444584,13065897,325,20140218.0,WR,fair catch,1,0,,in bounds,0
13444585,13065910,325,20160107.0,WR,returned,1,24,,in bounds,0
13444586,13065917,1540,20140189.0,WR,fair catch,1,0,,in bounds,0
13444587,13065921,325,20140218.0,WR,fair catch,1,0,,in bounds,0
13444588,13065926,1540,20140189.0,WR,returned,1,5,,in bounds,0
13444589,13065936,325,20160107.0,WR,returned,1,27,,in bounds,0
13444590,13065954,325,20150123.0,WR,returned,1,29,,in bounds,0
13444591,13065962,1540,20150940.0,RB,returned,1,23,,in bounds,0
13444592,13065984,325,20140218.0,WR,returned,1,10,,pushed out of bounds,0
13444593,13065986,610,20090083.0,WR,returned,1,25,,in bounds,0
13444594,13066014,610,20090083.0,WR,returned,1,22,,in bounds,0
13444595,13066033,3200,20140427.0,WR,returned,1,11,,in bounds,0
13444596,13066064,3200,20130190.0,RB,returned,1,17,,in bounds,0
13444597,13066078,610,20090083.0,WR,returned,1,21,,in bounds,0
13444598,13066086,3200,20080571.0,WR,returned,1,0,,in bounds,0
13444599,13066109,610,20090083.0,WR,fair catch,1,0,,in bounds,0
13444600,13066141,610,20090083.0,WR,fair catch,1,0,,in bounds,0
13444601,13066168,4500,20170177.0,WR,returned,1,19,,in bounds,0
13444602,13066182,4500,20170804.0,WR,returned,1,30,,in bounds,0
13444603,13066195,4500,20170177.0,WR,returned,1,0,,in bounds,0
13444604,13066203,810,20170119.0,RB,returned,1,61,1.0,in bounds,0
13444605,13066252,4500,20170177.0,WR,returned,1,2,,in bounds,0
13444606,13066260,810,20170119.0,RB,returned,1,7,,ran out of bounds,0
13444607,13066269,4500,20170177.0,WR,fair catch,1,0,,in bounds,0
13444608,13066284,810,20170119.0,RB,returned,1,2,,in bounds,0
13444609,13066305,920,20160483.0,WR,fair catch,1,0,,in bounds,0
13444610,13066324,920,20160483.0,WR,returned,1,0,,in bounds,0
13444611,13066332,3900,20150691.0,WR,fair catch,1,0,,in bounds,0
13444612,13066358,3900,20140118.0,WR,returned,1,16,,in bounds,0
13444613,13066390,3900,20140118.0,WR,returned,1,22,,in bounds,0
13444614,13066396,920,20160483.0,WR,returned,1,9,,in bounds,0
13444615,13066402,3900,20150691.0,WR,returned,1,0,,in bounds,0
13444616,13066415,920,20160483.0,WR,returned,1,19,,in bounds,0
13444617,13066420,3900,20150691.0,WR,returned,1,7,,in bounds,0
13444618,13066432,920,20160483.0,WR,returned,1,10,,ran out of bounds,0
13444619,13066436,3900,20150691.0,WR,fair catch,1,0,,in bounds,0
13444620,13066450,5110,20150105.0,WR,fair catch,1,0,,in bounds,0
13444621,13066456,1200,20120519.0,WR,fair catch,1,0,,in bounds,0
13444622,13066471,5110,20150105.0,WR,returned,1,4,,in bounds,0
13444623,13066480,1200,20170133.0,WR,returned,1,5,,in bounds,0
13444624,13066494,5110,20160835.0,WR,returned,1,13,,in bounds,0
13444625,13066510,1200,20170133.0,WR,returned,1,83,1.0,in bounds,0
13444626,13066530,5110,20160731.0,RB,returned,1,29,,in bounds,0
13444627,13066537,1200,20120519.0,WR,fair catch,1,0,,in bounds,0
13444628,13066543,5110,20150105.0,WR,fair catch,1,0,,in bounds,0
13444629,13066552,1200,20120519.0,WR,fair catch,1,0,,in bounds,0
13444630,13066565,5110,20160084.0,CB,returned,1,12,,in bounds,0
13444631,13066618,1800,20160163.0,WR,returned,1,29,,ran out of bounds,0
13444632,13066638,1800,20160163.0,WR,fair catch,1,0,,in bounds,0
13444633,13066651,1800,20160163.0,WR,fair catch,1,0,,in bounds,0
13444634,13066656,1800,20150453.0,FS,returned,1,0,,in bounds,0
13444635,13066684,1800,20160163.0,WR,returned,1,32,,in bounds,0
13444636,13066686,1800,20160163.0,WR,returned,1,33,,in bounds,0
13444637,13066690,4900,20150521.0,WR,returned,1,10,,pushed out of bounds,0
13444638,13066701,1800,20160163.0,WR,fair catch,1,0,,in bounds,0
13444639,13066705,4900,20150521.0,WR,returned,1,0,,ran out of bounds,0
13444640,13066723,4900,20150521.0,WR,returned,1,2,,in bounds,0
13444641,13066751,4900,20110145.0,RB,returned,1,20,,in bounds,0
13444642,13066756,1800,20160163.0,WR,returned,1,2,,in bounds,0
13444643,13066760,1800,20160163.0,WR,returned,1,27,,in bounds,0
13444644,13066790,2200,20160588.0,RB,returned,1,19,,in bounds,0
13444645,13066797,2250,20160921.0,WR,fair catch,1,0,,in bounds,0
13444646,13066810,2200,20160588.0,RB,returned,1,13,,in bounds,0
13444647,13066835,2200,20160588.0,RB,returned,1,20,,in bounds,0
13444648,13066846,2250,20150448.0,RB,returned,1,31,,in bounds,0
13444649,13066867,2250,20150448.0,RB,returned,1,15,,in bounds,0
13444650,13066896,2250,20160921.0,WR,fair catch,1,0,,in bounds,0
13444651,13066901,2200,20160598.0,WR,fair catch,1,0,,in bounds,0
13444652,13066931,1050,20170252.0,RB,returned,1,19,,in bounds,0
13444653,13066989,1050,20170252.0,RB,returned,1,32,,in bounds,0
13444654,13066996,4400,20170151.0,DB,returned,1,18,,in bounds,0
13444655,13067009,4400,20170151.0,DB,returned,1,20,,in bounds,0
13444656,13067028,4400,20120100.0,WR,returned,1,9,,in bounds,0
13444657,13067056,4400,20170151.0,DB,returned,1,44,,in bounds,0
13444658,13067080,1050,20150077.0,RB,returned,1,12,,in bounds,0
13444659,13067086,2700,20140857.0,RB,returned,1,20,,ran out of bounds,0
13444660,13067099,1400,20170172.0,WR,fair catch,1,0,,in bounds,0
13444661,13067110,1400,20170172.0,WR,fair catch,1,0,,in bounds,0
13444662,13067115,2700,20160186.0,WR,returned,1,16,,in bounds,0
13444663,13067147,2700,20140063.0,WR,returned,1,-5,,in bounds,0
13444664,13067153,2700,20140063.0,WR,fair catch,1,0,,in bounds,0
13444665,13067171,1400,20170101.0,CB,returned,1,15,,in bounds,0
13444666,13067175,2700,20160186.0,WR,returned,1,17,,pushed out of bounds,0
13444667,13067195,2700,20160186.0,WR,returned,1,17,,in bounds,0
13444668,13067210,2700,20160186.0,WR,returned,1,27,,in bounds,0
13444669,13067218,2700,20160186.0,WR,fair catch,1,0,,in bounds,0
13444670,13067236,1400,20170172.0,WR,returned,1,-3,,in bounds,0
13444671,13067237,2700,20160186.0,WR,returned,1,21,,ran out of bounds,0
13444672,13067242,1400,20170172.0,WR,fair catch,1,0,,in bounds,0
13444673,13067246,2700,20160186.0,WR,returned,1,0,,ran out of bounds,0
13444674,13067292,750,20150184.0,WR,returned,1,8,,ran out of bounds,0
13444675,13067296,3300,20160678.0,WR,fair catch,1,0,,in bounds,0
13444676,13067300,750,20150184.0,WR,returned,1,9,,in bounds,0
13444677,13067305,3300,20160678.0,WR,returned,1,3,,in bounds,0
