combineId,playerId,combineYear,combinePosition,combineHeight,combineWeight,combineHand,nameFirst,nameLast,nameFull,position,collegeId,nflId,college,heightInches,weight,dob,ageAtDraft,playerProfileUrl,homeCity,homeState,homeCountry,highSchool,hsCity,hsState,hsCountry,combineArm,combine40yd,combineVert,combineBench,combineShuttle,combineBroad,combine3cone,combine60ydShuttle,combineWonderlic
20255,20190215,2019,DT,76.0,296,,Terry,Beckner,Terry Beckner,DT,65211.0,2562433,Missouri,76.0,305.0,1997-03-02,22.16986301369863,http://www.nfl.com/player/TerryBeckner/2562433/profile,East St. Louis,IL,USA,East St. Louis HS,East St. Louis,IL,USA,,5.19,24.5,28.0,4.82,98.0,7.97,,
20256,20190411,2019,S,75.0,210,,Mike,Bell,Mike Bell,S,93740.0,,Frenso State (CA),75.0,210.0,,,,Moreno Valley,CA,USA,Citrus Hill HS,,CA,USA,,4.83,30.0,10.0,4.46,118.0,7.1,,
20257,20190412,2019,OG,78.0,309,,Beau,Benzschawel,Beau Benzschawel,OL,53706.0,2562628,Wisconsin,78.0,315.0,1995-09-10,23.646575342465752,http://www.nfl.com/player/BeauBenzschawel/2562628/profile,,,,Grafton HS,,WI,USA,,5.24,,20.0,,,,,
20258,20190047,2019,S,73.0,195,,Marquise,Blair,Marquise Blair,S,84112.0,2562233,Utah,72.0,190.0,1997-07-18,21.791780821917808,http://www.nfl.com/player/MarquiseBlair/2562233/profile,Wooster,OH,USA,Wooster HS,Wooster,OH,USA,,4.48,35.0,,,125.0,,,
20259,20190413,2019,TE,78.0,262,,Kendall,Blanton,Kendall Blanton,TE,65211.0,2562234,Missouri,78.0,265.0,1995-11-10,23.47945205479452,http://www.nfl.com/player/KendallBlanton/2562234/profile,,,,Blue Springs HS,Blue Springs,MO,USA,,4.95,31.0,22.0,4.42,113.0,7.37,,
20260,20190002,2019,DE,76.0,266,,Nick,Bosa,Nick Bosa,DE,43210.0,2562629,Ohio State,76.0,266.0,1997-10-23,21.526027397260275,http://www.nfl.com/player/NickBosa/2562629/profile,,,,St. Thomas Aquinas HS,Fort Lauderdale,FL,USA,,4.79,33.5,29.0,4.14,116.0,7.1,,
20261,20190217,2019,CB,71.0,201,,Kris,Boyd,Kris Boyd,DB,78712.0,2562630,Texas,72.0,195.0,1996-09-12,22.638356164383563,http://www.nfl.com/player/KrisBoyd/2562630/profile,Gilmer,TX,USA,Gilmer HS,,TX,USA,,4.45,36.5,19.0,4.08,127.0,6.94,,
20262,20190093,2019,WR,76.0,220,,Miles,Boykin,Miles Boykin,WR,46556.0,2562631,Notre Dame,76.0,228.0,1996-10-12,22.556164383561644,http://www.nfl.com/player/MilesBoykin/2562631/profile,,,,Providence Catholic HS,New Lenox,IL,USA,,4.42,43.5,12.0,4.07,140.0,6.77,,
20263,20190018,2019,C,75.0,306,,Garrett,Bradbury,Garrett Bradbury,C,27607.0,2562632,NC State,75.0,300.0,1995-06-20,23.87123287671233,http://www.nfl.com/player/GarrettBradbury/2562632/profile,,,,Charlotte Christian HS,Charlotte,NC,USA,,4.92,31.0,34.0,4.53,104.0,7.41,,
20264,20190414,2019,WR,75.0,211,,Tyre,Brady,Tyre Brady,WR,25755.0,2562237,Marshall,75.0,206.0,1995-04-19,24.041095890410958,http://www.nfl.com/player/TyreBrady/2562237/profile,,,,South Dade HS,,FL,USA,,,32.0,12.0,4.25,117.0,,,
20265,20190253,2019,EDG,75.0,252,,Jordan,Brailford,Jordan Brailford,DE,74078.0,2562441,Oklahoma State,75.0,250.0,1995-10-09,23.567123287671233,http://www.nfl.com/player/JordanBrailford/2562441/profile,Tulsa,OK,USA,Booker T. Washington HS,Tulsa,OK,USA,,4.65,37.5,22.0,,126.0,,,
20266,20190415,2019,RB,71.0,209,,Nick,Brossette,Nick Brossette,RB,70803.0,2562633,Louisiana State,72.0,212.0,1996-03-02,23.16986301369863,http://www.nfl.com/player/NickBrossette/2562633/profile,,,,University HS,Baton Rouge,LA,USA,,4.72,35.5,15.0,4.44,118.0,7.38,,
20267,20190051,2019,WR,72.0,226,,A.J.,Brown,A.J. Brown,WR,38677.0,2562238,Mississippi,73.0,230.0,1997-06-30,21.84109589041096,http://www.nfl.com/player/A.J.Brown/2562238/profile,,,,Starkville HS,Starkville,MS,USA,,4.49,36.5,19.0,,120.0,,,
20268,20190416,2019,CB,72.0,194,,Blace,Brown,Blace Brown,DB,36082.0,2562443,Troy (AL),72.0,194.0,1996-05-29,22.92876712328767,http://www.nfl.com/player/BlaceBrown/2562443/profile,Conyers,GA,USA,Cherokee HS,Canton,GA,USA,,4.75,,14.0,4.22,126.0,7.33,,
20269,20190223,2019,CB,72.0,201,,Jordan,Brown,Jordan Brown,DB,57007.0,2562396,South Dakota State,72.0,197.0,1996-03-26,23.104109589041094,http://www.nfl.com/player/JordanBrown/2562396/profile,Scottsdale,AZ,USA,Paradise Valey HS,Phoenix,AZ,USA,,4.51,39.5,13.0,,128.0,,,
20270,20190417,2019,TE,74.0,250,,Keenen,Brown,Keenen Brown,TE,78666.0,2562239,Texas State-San Marcos,74.0,250.0,1995-12-22,23.364383561643837,http://www.nfl.com/player/KeenenBrown/2562239/profile,,,,,,,,,4.75,33.0,17.0,4.51,117.0,7.27,,
20271,20190025,2019,WR,69.0,166,,Marquise,Brown,Marquise Brown,WR,73019.0,2562379,Oklahoma,70.0,160.0,1997-06-04,21.912328767123288,http://www.nfl.com/player/MarquiseBrown/2562379/profile,,,,Chaminade-Madonna College Prep,Hollywood,FL,USA,,,,,,,,,
20272,20190418,2019,QB,74.0,211,,Jake,Browning,Jake Browning,QB,98195.0,2562634,Washington,74.0,210.0,1996-04-11,23.06027397260274,http://www.nfl.com/player/JakeBrowning/2562634/profile,,,,Folsom HS,Folsom,CA,USA,,4.74,29.0,,4.44,112.0,7.19,,
20273,20190117,2019,DE,76.0,271,,Austin,Bryant,Austin Bryant,DE,29631.0,2562240,Clemson,76.0,268.0,1996-11-12,22.471232876712328,http://www.nfl.com/player/AustinBryant/2562240/profile,,,,Thomas County Central HS,Thomasville,GA,USA,,,,,,,,,
20274,20190192,2019,DT,75.0,306,,Isaiah,Buggs,Isaiah Buggs,DT,35487.0,2562241,Alabama,75.0,294.0,1996-08-24,22.69041095890411,http://www.nfl.com/player/IsaiahBuggs/2562241/profile,Ruston,LA,USA,Ruston HS,Ruston,LA,USA,,5.15,24.5,20.0,4.83,96.0,8.01,,
20275,20190039,2019,CB,72.0,195,,Sean,Bunting,Sean Bunting,DB,48858.0,2562635,Central Michigan,71.0,181.0,1997-06-19,21.87123287671233,http://www.nfl.com/player/SeanBunting/2562635/profile,Macomb,MI,USA,Chippewa Valley HS,,MI,USA,,4.42,41.5,14.0,,126.0,,,
20276,20190016,2019,EDG,77.0,249,,Brian,Burns,Brian Burns,DE,32306.0,2562242,Florida State,77.0,227.0,1998-04-23,21.027397260273972,http://www.nfl.com/player/BrianBurns/2562242/profile,,,,,,,,,4.53,36.0,,,129.0,7.01,,
20277,20190142,2019,LB,72.0,230,,Ben,Burr-Kirven,Ben Burr-Kirven,LB,98195.0,2562490,Washington,72.0,219.0,1997-09-08,21.649315068493152,http://www.nfl.com/player/BenBurr-Kirven/2562490/profile,Menlo Park,CA,USA,Sacred Heart Preparatory School,Atherton,CA,USA,,4.56,34.5,21.0,4.09,121.0,6.85,,
20278,20190010,2019,LB,71.0,234,,Devin,Bush,Devin Bush,LB,48109.0,2562243,Michigan,71.0,225.0,1998-07-18,20.791780821917808,http://www.nfl.com/player/DevinBush/2562243/profile,,,,Charles W. Flanagan HS,Pembroke,FL,USA,,4.43,40.5,21.0,4.23,124.0,6.93,,
20279,20190419,2019,WR,75.0,217,,Emmanuel,Butler,Emmanuel Butler,WR,86011.0,2562636,Northern Arizona,76.0,220.0,1996-08-27,22.682191780821917,http://www.nfl.com/player/EmmanuelButler/2562636/profile,,,,Mountain Pointe HS,Phoenix,AZ,USA,,,36.0,11.0,4.22,115.0,,,
20280,20190103,2019,WR,77.0,227,,Hakeem,Butler,Hakeem Butler,WR,50011.0,2562491,Iowa State,78.0,225.0,1996-05-16,22.964383561643835,http://www.nfl.com/player/HakeemButler/2562491/profile,Baltimore,MD,USA,Travis HS,Fort Bend,TX,USA,,4.48,36.0,18.0,,128.0,,,
20281,20190101,2019,OT,77.0,312,,Yodny,Cajuste,Yodny Cajuste,OT,26506.0,2562244,West Virginia,77.0,318.0,1996-02-21,23.197260273972603,http://www.nfl.com/player/YodnyCajuste/2562244/profile,Miami,FL,USA,Miramar HS,Miramar,FL,USA,,,,32.0,,,,,
20282,20190420,2019,OG,74.0,310,,Shaq,Calhoun,Shaq Calhoun,OG,39762.0,2562245,Mississippi State,75.0,315.0,1996-02-20,23.2,http://www.nfl.com/player/ShaqCalhoun/2562245/profile,Ensley,AL,USA,Restoration Academy,Fairfield,AL,USA,,5.07,28.5,26.0,4.62,105.0,7.46,,
20283,20190059,2019,WR,72.0,205,,Parris,Campbell,Parris Campbell,WR,43210.0,2562495,Ohio State,73.0,205.0,1997-07-16,21.797260273972604,http://www.nfl.com/player/ParrisCampbell/2562495/profile,Akron,OH,USA,St. Vincent-St. Mary HS,Akron,OH,USA,,4.31,40.0,11.0,4.03,135.0,,,
20284,20190421,2019,EDG,74.0,251,,Malik,Carney,Malik Carney,DE,27599.0,2562637,North Carolina,74.0,251.0,1995-09-21,23.616438356164384,http://www.nfl.com/player/MalikCarney/2562637/profile,,,,T.C. Williams HS,Alexandria,VA,USA,,4.73,33.0,25.0,,113.0,7.4,,
20285,20190157,2019,LB,73.0,237,,Blake,Cashman,Blake Cashman,LB,55455.0,2562496,Minnesota,73.0,226.0,1996-05-10,22.980821917808218,http://www.nfl.com/player/BlakeCashman/2562496/profile,,,,Eden Prairie HS,Eden Prairie,MN,USA,,4.5,37.5,18.0,4.12,124.0,6.95,,
20286,20190422,2019,CB,69.0,169,,Hamp,Cheevers,Hamp Cheevers,DB,2459.0,2562501,Boston,70.0,180.0,,,http://www.nfl.com/player/HampCheevers/2562501/profile,,,,Trenton HS,Trenton,FL,USA,,4.52,39.0,8.0,4.25,122.0,6.96,,
20287,20190209,2019,DT,75.0,294,,Demarcus,Christmas,Demarcus Christmas,DT,32306.0,2562246,Florida State,75.0,300.0,1995-07-04,23.832876712328765,http://www.nfl.com/player/DemarcusChristmas/2562246/profile,,,,,,,,,5.08,25.5,22.0,5.07,101.0,8.13,,
20288,20190029,2019,DE,74.0,283,,L.J.,Collier,L.J. Collier,DE,76109.0,2562248,Texas Christian,74.0,272.0,1995-09-12,23.64109589041096,http://www.nfl.com/player/L.J.Collier/2562248/profile,Munday,TX,USA,Munday HS,Maunday,TX,USA,,4.91,30.0,25.0,4.78,118.0,7.71,,
20289,20190135,2019,DE,77.0,286,,John,Cominsky,John Cominsky,DE,25304.0,2562249,Charleston (WV),77.0,285.0,1995-11-22,23.446575342465753,http://www.nfl.com/player/JohnCominsky/2562249/profile,,,,Barberton HS,Barberton,OH,USA,,4.69,33.5,22.0,4.38,116.0,7.03,,
20290,20190423,2019,LB,73.0,234,,Te'Von,Coney,Te'Von Coney,LB,46556.0,2562250,Notre Dame,73.0,231.0,1997-06-10,21.895890410958906,http://www.nfl.com/player/Te'VonConey/2562250/profile,,,,Palm Beach Gardens HS,Palm Beach Gardens,FL,USA,,,,,,,,,
20291,20190143,2019,LB,74.0,242,,Ryan,Connelly,Ryan Connelly,LB,53706.0,2562638,Wisconsin,74.0,237.0,1995-10-03,23.583561643835615,http://www.nfl.com/player/RyanConnelly/2562638/profile,,,,Eden Prairie HS,Eden Prairie,MN,USA,,4.66,34.5,,4.31,118.0,7.09,,
20292,20190424,2019,TE,76.0,249,,C.J.,Conrad,C.J. Conrad,TE,40506.0,2562639,Kentucky,76.0,248.0,1996-05-09,22.983561643835618,http://www.nfl.com/player/C.J.Conrad/2562639/profile,Fairview,OH,USA,Keystone HS,LaGrange,OH,USA,,,,,,,,,
20293,20190159,2019,DT,75.0,298,,Byron,Cowart,Byron Cowart,DT,20740.0,2562392,Maryland,75.0,297.0,1996-05-20,22.953424657534246,http://www.nfl.com/player/ByronCowart/2562392/profile,,,,Armwood HS,Mango,FL,USA,,5.16,30.0,26.0,,111.0,,,
20294,20190425,2019,S,73.0,205,,Jonathan,Crawford,Jonathan Crawford,S,47405.0,,Indiana,73.0,205.0,1996-08-03,22.747945205479454,,,,,,,,,,,31.5,16.0,,115.0,,,
20295,20190195,2019,CB,71.0,187,,Xavier,Crawford,Xavier Crawford,DB,48858.0,2562515,Central Michigan,73.0,174.0,1995-10-12,23.55890410958904,http://www.nfl.com/player/XavierCrawford/2562515/profile,,,,Pittsburg HS,Pittsburg,CA,USA,,4.48,37.5,11.0,,,,,
20296,20190106,2019,EDG,77.0,255,,Maxx,Crosby,Maxx Crosby,DE,49201.0,2562439,Eastern Michigan,77.0,265.0,1997-08-22,21.695890410958903,http://www.nfl.com/player/MaxxCrosby/2562439/profile,Flint,MI,USA,Colleyville Heritage HS,Colleyville,TX,USA,,4.66,36.0,,4.13,122.0,6.89,,
20297,20190426,2019,WR,76.0,214,,Jamal,Custis,Jamal Custis,WR,13244.0,2562551,Syracuse,77.0,213.0,1995-11-06,23.49041095890411,http://www.nfl.com/player/JamalCustis/2562551/profile,,,,Neumann-Goretti HS,Philadelphia,PA,USA,,4.5,34.5,,,124.0,,,
20298,20190212,2019,OT,77.0,317,,Dennis,Daley,Dennis Daley,OT,29208.0,2562251,South Carolina,77.0,313.0,1996-08-07,22.736986301369864,http://www.nfl.com/player/DennisDaley/2562251/profile,,,,Ridge View HS,Columbia,SC,USA,,5.23,26.5,20.0,4.92,103.0,7.95,,
20299,20190427,2019,CB,74.0,202,,Davante,Davis,Davante Davis,DB,78712.0,2562553,Texas,74.0,205.0,1995-09-26,23.602739726027398,http://www.nfl.com/player/DavanteDavis/2562553/profile,Miami,FL,USA,Booker T. Washington HS,Miami,FL,USA,,4.57,37.0,14.0,4.15,125.0,6.76,,
20300,20190210,2019,LB,71.0,234,,Deshaun,Davis,Deshaun Davis,LB,36849.0,2562252,Auburn,71.0,230.0,1995-12-31,23.339726027397262,http://www.nfl.com/player/DeshaunDavis/2562252/profile,Prichard,AL,USA,Vigor HS,Prichard,AL,USA,,,31.0,25.0,4.38,111.0,,,
20301,20190428,2019,WR,75.0,211,,Felton,Davis,Felton Davis,WR,48824.0,2562640,Michigan State,75.0,211.0,1997-02-25,22.183561643835617,http://www.nfl.com/player/FeltonDavis/2562640/profile,,,,Highland Springs HS,Highland Springs,VA,USA,,,,21.0,,,,,
20302,20190429,2019,EDG,75.0,243,,Jamal,Davis,Jamal Davis,DE,44325.0,2562438,Akron,75.0,233.0,1995-07-09,23.81917808219178,http://www.nfl.com/player/JamalDavis/2562438/profile,,,,McKinley HS,Canton,OH,USA,,4.6,39.0,19.0,4.44,122.0,7.0,,
20303,20190082,2019,OG,75.0,316,,Nate,Davis,Nate Davis,OG,28223.0,2562641,North Carolina-Charlotte,75.0,305.0,1996-09-23,22.60821917808219,http://www.nfl.com/player/NateDavis/2562641/profile,,,,Stone Bridge HS,Ashburn,VA,USA,,5.23,26.0,23.0,4.83,107.0,7.94,,
20304,20190430,2019,WR,70.0,189,,Ryan,Davis,Ryan Davis,WR,36849.0,2562642,Auburn,70.0,189.0,1997-04-12,22.057534246575344,http://www.nfl.com/player/RyanDavis/2562642/profile,St. Petersburg,FL,USA,Lakewood HS,,FL,USA,,,35.0,12.0,4.23,124.0,7.09,,
20305,20190094,2019,CB,73.0,206,,Jamel,Dean,Jamel Dean,DB,36849.0,2562556,Auburn,73.0,206.0,1996-10-15,22.54794520547945,http://www.nfl.com/player/JamelDean/2562556/profile,Cocoa,FL,USA,Cocoa HS,Cocoa,FL,USA,,4.3,41.0,16.0,4.19,130.0,7.02,,
20306,20190078,2019,OG,77.0,309,,Michael,Deiter,Michael Deiter,OG,53706.0,2562255,Wisconsin,77.0,322.0,1996-09-03,22.663013698630138,http://www.nfl.com/player/MichaelDeiter/2562255/profile,Curtice,OH,USA,Genoa Area HS,Genoa,OH,USA,,5.23,28.0,21.0,4.81,105.0,7.88,,
20307,20190431,2019,S,71.0,190,,Lukas,Denis,Lukas Denis,S,2459.0,2562557,Boston,71.0,181.0,1997-04-13,22.054794520547944,http://www.nfl.com/player/LukasDenis/2562557/profile,,,,Everett HS,Everett,MA,USA,,4.64,33.5,16.0,4.09,116.0,6.89,,
20308,20190022,2019,OT,77.0,315,,Andre,Dillard,Andre Dillard,OT,99164.0,2562643,Washington State,77.0,306.0,1995-10-03,23.583561643835615,http://www.nfl.com/player/AndreDillard/2562643/profile,,,,Woodinville HS,Woodinville,WA,USA,,4.96,29.0,24.0,4.4,118.0,7.44,,
20309,20190432,2019,S,70.0,204,,D'Cota,Dixon,D'Cota Dixon,S,53706.0,2562644,Wisconsin,70.0,206.0,1994-11-20,24.45205479452055,http://www.nfl.com/player/D'CotaDixon/2562644/profile,,,,"New Smyrana Beach, FL)",,,USA,,4.81,33.5,20.0,,119.0,,,
20310,20190433,2019,WR,70.0,201,,Johnnie,Dixon,Johnnie Dixon,WR,43210.0,2562559,Ohio State,71.0,198.0,1994-09-16,24.63013698630137,http://www.nfl.com/player/JohnnieDixon/2562559/profile,,,,Dwyer HS,Palm Beach,FL,USA,,4.41,37.5,16.0,4.43,120.0,,,
20311,20190434,2019,LB,72.0,237,,Tyrel,Dodson,Tyrel Dodson,LB,77843.0,2562560,Texas A&M,74.0,242.0,1998-06-25,20.854794520547944,http://www.nfl.com/player/TyrelDodson/2562560/profile,,,,Centennial HS,Franklin,TN,USA,,4.6,,24.0,,118.0,,,
20312,20190435,2019,WR,67.0,173,,Greg,Dortch,Greg Dortch,WR,27106.0,2562645,Wake Forest,67.0,173.0,1998-05-29,20.92876712328767,http://www.nfl.com/player/GregDortch/2562645/profile,Richmond,VA,USA,Highland Springs HS,Highland Springs,VA,USA,,,,,,,,,
20313,20190436,2019,WR,74.0,211,,Keelan,Doss,Keelan Doss,WR,95616.0,2562393,UC-Davis,75.0,204.0,1996-03-21,23.117808219178084,http://www.nfl.com/player/KeelanDoss/2562393/profile,Alameda,CA,USA,Alameda HS,Alameda,CA,USA,,,,8.0,,,,,
20314,20190437,2019,WR,73.0,215,,Ashton,Dulin,Ashton Dulin,WR,44709.0,2562646,Malone (OH),73.0,215.0,1997-05-15,21.96712328767123,http://www.nfl.com/player/AshtonDulin/2562646/profile,,,,Reynoldsburg HS,Reynoldsburg,OH,USA,,4.43,38.0,13.0,4.22,121.0,7.0,,
20315,20190438,2019,WR,71.0,160,,Jovon,Durante,Jovon Durante,WR,33431.0,,Florida Atlantic,71.0,160.0,,,,Miami,FL,USA,Miramar HS,,FL,USA,,4.55,31.5,,4.31,120.0,7.0,,
20316,20190092,2019,OT,75.0,308,,Chuma,Edoga,Chuma Edoga,OT,90089.0,2562258,USC,76.0,302.0,1997-05-25,21.93972602739726,http://www.nfl.com/player/ChumaEdoga/2562258/profile,,,,McEachern HS,Powder Springs,GA,USA,,5.19,,21.0,,,,,
20317,20190169,2019,OT,78.0,308,,David,Edwards,David Edwards,OT,53706.0,2562260,Wisconsin,79.0,315.0,1997-03-20,22.12054794520548,http://www.nfl.com/player/DavidEdwards/2562260/profile,Downers Grove,IL,USA,Downers Grove North HS,Downers Grove,IL,USA,,5.28,25.5,,4.77,99.0,7.69,,
20318,20190099,2019,S,70.0,205,,Mike,Edwards,Mike Edwards,S,40506.0,2540185,Kentucky,71.0,201.0,1996-05-18,22.958904109589042,http://www.nfl.com/player/MikeEdwards/2540185/profile,Cincinnati,OH,USA,Winton Woods HS,Cincinnati,OH,USA,,,,,,,,,
20319,20190439,2019,LB,72.0,230,,T.J.,Edwards,T.J. Edwards,LB,53706.0,2562648,Wisconsin,73.0,242.0,1996-08-12,22.723287671232878,http://www.nfl.com/player/T.J.Edwards/2562648/profile,,,,Lakes Community HS,Lake Villa,IL,USA,,,,16.0,,,,,
20320,20190200,2019,LB,74.0,245,,Emeke,Egbule,Emeke Egbule,LB,77006.0,2562578,Houston,75.0,245.0,1996-10-13,22.553424657534247,http://www.nfl.com/player/EmekeEgbule/2562578/profile,Galena Park,TX,USA,North Shore HS,Harris County,TX,USA,,4.65,33.0,20.0,4.38,119.0,7.38,,
20321,20190020,2019,TE,76.0,249,,Noah,Fant,Noah Fant,TE,52242.0,2562383,Iowa,77.0,241.0,1997-11-20,21.44931506849315,http://www.nfl.com/player/NoahFant/2562383/profile,,,,Omaha South HS,Omaha,NE,USA,,4.5,39.5,20.0,4.22,127.0,6.81,,
20322,20190201,2019,CB,71.0,193,,Rashad,Fenton,Rashad Fenton,DB,29208.0,2562649,South Carolina,71.0,190.0,1997-02-17,22.205479452054796,http://www.nfl.com/player/RashadFenton/2562649/profile,,,,Miami Carol City HS,Miami Gardens,FL,USA,,4.52,34.0,12.0,4.25,117.0,,,
20323,20190440,2019,WR,77.0,227,,Jazz,Ferguson,Jazz Ferguson,WR,71497.0,2562583,Northwestern State (LA),77.0,223.0,1997-01-12,22.304109589041097,http://www.nfl.com/player/JazzFerguson/2562583/profile,,,,West Feliciana HS,West Feliciana,LA,USA,,4.45,37.0,8.0,4.59,123.0,7.25,,
20324,20190004,2019,DE,76.0,264,,Clelin,Ferrell,Clelin Ferrell,DE,29631.0,2562263,Clemson,76.0,264.0,1997-05-17,21.96164383561644,http://www.nfl.com/player/ClelinFerrell/2562263/profile,,,,Benedictine College Prep,Richmond,VA,USA,,,,25.0,4.4,,7.26,,
20325,20190441,2019,CB,70.0,192,,Mark,Fields,Mark Fields,DB,29631.0,2562442,Clemson,70.0,192.0,1996-10-10,22.561643835616437,http://www.nfl.com/player/MarkFields/2562442/profile,Charlotte,NC,USA,William Amos Hough HS,Corrnellius,NC,USA,,4.37,,18.0,,,,,
20326,20190104,2019,QB,76.0,213,,Ryan,Finley,Ryan Finley,QB,27607.0,2562651,NC State,76.0,208.0,1994-12-26,24.353424657534248,http://www.nfl.com/player/RyanFinley/2562651/profile,,,,Paradise Valley HS,Phoenix,AZ,USA,,4.73,30.5,,4.2,116.0,7.2,,
20327,20190442,2019,QB,77.0,226,,Nick,Fitzgerald,Nick Fitzgerald,QB,39762.0,2562265,Mississippi State,77.0,225.0,1996-01-14,23.301369863013697,http://www.nfl.com/player/NickFitzgerald/2562265/profile,,,,Richmond Hill HS,Richmond Hill,GA,USA,,4.64,29.5,,,115.0,,,
20328,20190443,2019,P,74.0,213,,Jack,Fox,Jack Fox,P,77005.0,2562267,Rice,74.0,224.0,1996-09-01,22.66849315068493,http://www.nfl.com/player/JackFox/2562267/profile,Dallas,TX,USA,Ladue Horton Watkins HS,St. Louis,MO,USA,,4.73,27.5,,,114.0,,,
20329,20190118,2019,OG,77.0,306,,Hjalte,Froholdt,Hjalte Froholdt,OG,72701.0,2562652,Arkansas,77.0,308.0,1996-08-20,22.7013698630137,http://www.nfl.com/player/HjalteFroholdt/2562652/profile,Svendborg,,Denmark,IMG Academy,,FL,USA,,5.2,27.5,31.0,4.54,105.0,7.51,,
20330,20190184,2019,WR,74.0,215,,Travis,Fulgham,Travis Fulgham,WR,23529.0,2562653,Old Dominion,74.0,214.0,1995-09-13,23.638356164383563,http://www.nfl.com/player/TravisFulgham/2562653/profile,Alexandria,VA,USA,Broad Run HS,Ashburn,VA,USA,,4.58,36.5,15.0,,126.0,,,
20331,20190179,2019,C,75.0,305,,Lamont,Gaillard,Lamont Gaillard,C,30602.0,2562585,Georgia,74.0,305.0,1996-02-08,23.232876712328768,http://www.nfl.com/player/LamontGaillard/2562585/profile,,,,Pine Forest HS,,NC,USA,,,,,,,,,
20332,20190134,2019,DT,73.0,312,,Greg,Gaines,Greg Gaines,DT,98195.0,2562391,Washington,73.0,320.0,1996-05-06,22.991780821917807,http://www.nfl.com/player/GregGaines/2562391/profile,La Habra,CA,USA,La Habra HS,La Habra,CA,USA,,5.16,31.0,30.0,,109.0,,,
20333,20190444,2019,S,72.0,209,,Malik,Gant,Malik Gant,S,25755.0,2562586,Marshall,74.0,200.0,1997-05-29,21.92876712328767,http://www.nfl.com/player/MalikGant/2562586/profile,,,,Woodson HS,Washington,DC,USA,,4.63,34.5,17.0,4.3,114.0,7.45,,
20334,20190105,2019,S,71.0,210,,Chauncey,Gardner-Johnson,Chauncey Gardner-Johnson,S,32611.0,2562588,Florida,72.0,207.0,1997-12-20,21.367123287671234,http://www.nfl.com/player/ChaunceyGardner-Johnson/2562588/profile,,,,Cocoa HS,Cocoa,FL,USA,,4.48,36.0,17.0,4.2,117.0,7.03,,
20335,20190012,2019,DE,76.0,277,,Rashan,Gary,Rashan Gary,DT,48109.0,2562376,Michigan,76.0,277.0,1997-12-03,21.413698630136988,http://www.nfl.com/player/RashanGary/2562376/profile,Plainfield,NJ,USA,Scotch Plains-Fanwood HS,Scotch Plains,NJ,USA,,4.58,38.0,26.0,4.29,120.0,7.26,,
20336,20190234,2019,RB,69.0,205,,Myles,Gaskin,Myles Gaskin,RB,98195.0,2562270,Washington,69.0,190.0,1997-02-15,22.21095890410959,http://www.nfl.com/player/MylesGaskin/2562270/profile,Lynnwood,WA,USA,O'Dea HS,Seattle,WA,USA,,4.58,35.5,24.0,4.27,118.0,7.19,,
20337,20190145,2019,K,72.0,232,,Matt,Gay,Matt Gay,K,84112.0,2562271,Utah,72.0,232.0,1994-03-15,25.136986301369863,http://www.nfl.com/player/MattGay/2562271/profile,Orem,UT,USA,Orem HS,Orem,UT,USA,,,,,,,,,
20338,20190141,2019,TE,80.0,265,,Zach,Gentry,Zach Gentry,TE,48109.0,2562654,Michigan,79.0,260.0,1996-09-10,22.643835616438356,http://www.nfl.com/player/ZachGentry/2562654/profile,,,,Eldorado HS,Albuquerque,NM,USA,,4.9,29.5,12.0,4.53,110.0,7.4,,
20339,20190445,2019,LB,74.0,234,,Joe,Giles-Harris,Joe Giles-Harris,LB,27708.0,2562591,Duke,74.0,240.0,1997-04-01,22.087671232876712,http://www.nfl.com/player/JoeGiles-Harris/2562591/profile,,,,St. Joseph Regional HS,Montvale,NJ,USA,,4.75,29.5,17.0,,111.0,,,
20340,20190446,2019,DT,73.0,285,,Kevin,Givens,Kevin Givens,DT,16802.0,2562655,Penn State,73.0,285.0,1997-03-01,22.172602739726027,http://www.nfl.com/player/KevinGivens/2562655/profile,,,,,,,,,5.08,31.0,32.0,4.62,115.0,7.63,,
20341,20190447,2019,LS,76.0,241,,Dan,Godsil,Dan Godsil,LS,47405.0,2562272,Indiana,75.0,218.0,1996-08-19,22.704109589041096,http://www.nfl.com/player/DanGodsil/2562272/profile,,,,Ottawa-Glandorf HS,Ottawa,OH,USA,,5.0,34.5,16.0,4.55,118.0,7.56,,
20342,20190237,2019,WR,71.0,184,,Terry,Godwin,Terry Godwin,WR,30602.0,2562594,Georgia,71.0,168.0,1996-10-23,22.526027397260275,http://www.nfl.com/player/TerryGodwin/2562594/profile,,,,Callaway HS,Hogansville,GA,USA,,4.55,36.5,,,117.0,6.96,,
20343,20190448,2019,EDG,77.0,254,,Carl,Granderson,Carl Granderson,DE,82071.0,2562273,Wyoming,77.0,261.0,,,http://www.nfl.com/player/CarlGranderson/2562273/profile,,,,Grant HS,Sacramento,CA,USA,,4.79,35.0,,4.41,119.0,7.44,,
20344,20190199,2019,EDG,76.0,252,,Gerri,Green,Gerri Green,DE,39762.0,2562275,Mississippi State,76.0,250.0,1995-09-14,23.635616438356163,http://www.nfl.com/player/GerriGreen/2562275/profile,Jackson,MS,USA,Greenville Weston HS,Greenville,MS,USA,,4.63,35.0,24.0,4.42,114.0,7.27,,
